contribution_id,user_id,type,category,description,location,status
1886,36,DONATION,Food,I want to offer support related to food for people in need,Madurai,OPEN
1887,204,SERVICE,Community Development,I want to offer support related to community development for people in need,Chennai,OPEN
1888,86,SERVICE,Clothing,I want to offer support related to clothing for people in need,Chennai,OPEN
1889,193,SERVICE,Healthcare,I want to offer support related to healthcare for people in need,Coimbatore,CLOSED
1890,125,DONATION,Education,I want to offer support related to education for people in need,Trichy,OPEN
1891,89,SERVICE,Clothing,I want to offer support related to clothing for people in need,Coimbatore,OPEN
1892,47,SERVICE,Clothing,I want to offer support related to clothing for people in need,Coimbatore,CLOSED
1893,22,DONATION,Healthcare,I want to offer support related to healthcare for people in need,Bangalore,OPEN
1894,154,SERVICE,Community Development,I want to offer support related to community development for people in need,Madurai,CLOSED
1895,244,DONATION,Food,I want to offer support related to food for people in need,Chennai,OPEN
1896,18,SERVICE,Disaster Relief,I want to offer support related to disaster relief for people in need,Coimbatore,OPEN
1897,110,DONATION,Community Development,I want to offer support related to community development for people in need,Madurai,OPEN
1898,211,SERVICE,Food,I want to offer support related to food for people in need,Trichy,OPEN
1899,75,DONATION,Food,I want to offer support related to food for people in need,Bangalore,OPEN
1900,294,DONATION,Community Development,I want to offer support related to community development for people in need,Coimbatore,OPEN
1901,295,SERVICE,Healthcare,I want to offer support related to healthcare for people in need,Bangalore,CLOSED
1902,55,DONATION,Disaster Relief,I want to offer support related to disaster relief for people in need,Coimbatore,CLOSED
1903,60,DONATION,Education,I want to offer support related to education for people in need,Chennai,OPEN
1904,265,DONATION,Disaster Relief,I want to offer support related to disaster relief for people in need,Chennai,CLOSED
1905,163,DONATION,Education,I want to offer support related to education for people in need,Chennai,CLOSED
1906,83,SERVICE,Education,I want to offer support related to education for people in need,Bangalore,OPEN
1907,52,DONATION,Community Development,I want to offer support related to community development for people in need,Chennai,OPEN
1908,23,DONATION,Education,I want to offer support related to education for people in need,Chennai,OPEN
1909,275,DONATION,Clothing,I want to offer support related to clothing for people in need,Chennai,CLOSED
1910,257,SERVICE,Healthcare,I want to offer support related to healthcare for people in need,Coimbatore,OPEN
1911,64,SERVICE,Disaster Relief,I want to offer support related to disaster relief for people in need,Madurai,OPEN
1912,51,SERVICE,Disaster Relief,I want to offer support related to disaster relief for people in need,Chennai,OPEN
1913,21,SERVICE,Food,I want to offer support related to food for people in need,Coimbatore,OPEN
1914,198,DONATION,Healthcare,I want to offer support related to healthcare for people in need,Madurai,OPEN
1915,12,DONATION,Community Development,I want to offer support related to community development for people in need,Trichy,CLOSED
1916,148,DONATION,Food,I want to offer support related to food for people in need,Bangalore,CLOSED
1917,215,DONATION,Education,I want to offer support related to education for people in need,Madurai,CLOSED
1918,66,DONATION,Disaster Relief,I want to offer support related to disaster relief for people in need,Trichy,OPEN
1919,273,SERVICE,Clothing,I want to offer support related to clothing for people in need,Bangalore,CLOSED
1920,10,SERVICE,Clothing,I want to offer support related to clothing for people in need,Coimbatore,OPEN
1921,2,DONATION,Clothing,I want to offer support related to clothing for people in need,Trichy,CLOSED
1922,214,SERVICE,Education,I want to offer support related to education for people in need,Madurai,OPEN
1923,75,DONATION,Disaster Relief,I want to offer support related to disaster relief for people in need,Madurai,CLOSED
1924,88,DONATION,Community Development,I want to offer support related to community development for people in need,Chennai,OPEN
1925,237,DONATION,Clothing,I want to offer support related to clothing for people in need,Bangalore,CLOSED
1926,33,DONATION,Healthcare,I want to offer support related to healthcare for people in need,Chennai,CLOSED
1927,277,SERVICE,Disaster Relief,I want to offer support related to disaster relief for people in need,Chennai,OPEN
1928,33,SERVICE,Education,I want to offer support related to education for people in need,Chennai,CLOSED
1929,260,SERVICE,Clothing,I want to offer support related to clothing for people in need,Bangalore,CLOSED
1930,163,DONATION,Clothing,I want to offer support related to clothing for people in need,Chennai,OPEN
1931,74,SERVICE,Disaster Relief,I want to offer support related to disaster relief for people in need,Madurai,CLOSED
1932,181,SERVICE,Community Development,I want to offer support related to community development for people in need,Coimbatore,OPEN
1933,38,SERVICE,Healthcare,I want to offer support related to healthcare for people in need,Coimbatore,CLOSED
1934,156,DONATION,Community Development,I want to offer support related to community development for people in need,Bangalore,CLOSED
1935,154,SERVICE,Community Development,I want to offer support related to community development for people in need,Coimbatore,OPEN
1936,64,SERVICE,Food,I want to offer support related to food for people in need,Madurai,OPEN
1937,137,DONATION,Education,I want to offer support related to education for people in need,Trichy,OPEN
1938,164,DONATION,Healthcare,I want to offer support related to healthcare for people in need,Madurai,OPEN
1939,279,DONATION,Food,I want to offer support related to food for people in need,Madurai,OPEN
1940,63,SERVICE,Clothing,I want to offer support related to clothing for people in need,Bangalore,OPEN
1941,60,DONATION,Healthcare,I want to offer support related to healthcare for people in need,Trichy,CLOSED
1942,101,SERVICE,Education,I want to offer support related to education for people in need,Chennai,OPEN
1943,41,DONATION,Disaster Relief,I want to offer support related to disaster relief for people in need,Coimbatore,CLOSED
1944,231,SERVICE,Food,I want to offer support related to food for people in need,Trichy,CLOSED
1945,117,SERVICE,Healthcare,I want to offer support related to healthcare for people in need,Coimbatore,CLOSED
1946,26,SERVICE,Disaster Relief,I want to offer support related to disaster relief for people in need,Bangalore,OPEN
1947,204,SERVICE,Clothing,I want to offer support related to clothing for people in need,Madurai,CLOSED
1948,217,SERVICE,Disaster Relief,I want to offer support related to disaster relief for people in need,Bangalore,CLOSED
1949,271,DONATION,Food,I want to offer support related to food for people in need,Bangalore,OPEN
1950,38,SERVICE,Community Development,I want to offer support related to community development for people in need,Trichy,OPEN
1951,58,DONATION,Education,I want to offer support related to education for people in need,Coimbatore,OPEN
1952,182,SERVICE,Disaster Relief,I want to offer support related to disaster relief for people in need,Coimbatore,OPEN
1953,187,DONATION,Disaster Relief,I want to offer support related to disaster relief for people in need,Coimbatore,OPEN
1954,225,SERVICE,Education,I want to offer support related to education for people in need,Bangalore,OPEN
1955,286,SERVICE,Disaster Relief,I want to offer support related to disaster relief for people in need,Bangalore,OPEN
1956,211,DONATION,Education,I want to offer support related to education for people in need,Trichy,OPEN
1957,152,SERVICE,Disaster Relief,I want to offer support related to disaster relief for people in need,Bangalore,CLOSED
1958,113,DONATION,Healthcare,I want to offer support related to healthcare for people in need,Chennai,CLOSED
1959,183,DONATION,Community Development,I want to offer support related to community development for people in need,Chennai,OPEN
1960,178,SERVICE,Food,I want to offer support related to food for people in need,Chennai,CLOSED
